"player","team","debut","tests","win","loss","draw","points","tries","birthplace","country","month","birthyear"
"Tony Davies","NewZealand",1960,3,2,1,0,0,0,"Auckland","NZ","September 16","1939"
"Desmond Connor","NewZealand",1958,24,11,11,2,0,0,"Ashgrove","AUS","August 9","1935"
"Donald McKay","NewZealand",1961,5,5,0,0,2,6,"Auckland","NZ","March 7","1937"
"Stan Meads","NewZealand",1961,15,13,2,0,0,0,"Arapuni","NZ","July 12","1938"
"Neil Wolfe","NewZealand",1961,6,5,0,1,0,0,"New Plymouth","NZ","October 20","1941"
"Boy Yates","NewZealand",1961,3,3,0,0,1,3,"Kaitaia","NZ","June 15","1939"
"Paul Little","NewZealand",1961,10,8,0,2,1,3,"Auckland","NZ","September 14","1934"
"Rod Heeps","NewZealand",1962,5,4,0,1,1,3,"Hamilton","NZ","March 7","1938"
"Waka Nathan","NewZealand",1962,14,13,0,1,4,12,"Auckland","NZ","July 8","1940"
"Bruce Watt","NewZealand",1962,8,7,0,1,2,9,"Marton","NZ","March 13","1939"
"Raymond Moreton","NewZealand",1962,7,4,2,1,2,9,"Invercargill","NZ","January 30","1942"
"Peter Morrissey","NewZealand",1962,3,2,0,1,2,6,"Christchurch","NZ","July 18","1939"
"John Creighton","NewZealand",1962,1,1,0,0,0,0,"Rotherham","NZ","March 10","1937"
"Jules le Lievre","NewZealand",1962,1,1,0,0,0,0,"Akaroa","NZ","August 17","1933"
"Keith Nelson","NewZealand",1962,2,2,0,0,0,0,"Auckland","NZ","November 26","1938"
"Mac Herewini","NewZealand",1962,10,9,0,1,1,21,"Mokai","NZ","October 17","1940"
"Barry Thomas","NewZealand",1962,4,3,1,0,0,0,"Auckland","NZ","July 21","1937"
"Allan Stewart","NewZealand",1963,8,6,1,1,0,0,"Timaru","NZ","October 11","1940"
"Ian Uttley","NewZealand",1963,2,2,0,0,0,0,"Christchurch","NZ","December 3","1941"
"Bluey Arnold","NewZealand",1963,4,4,0,0,0,0,"Balclutha","NZ","January 10","1941"
"Malcolm Dick","NewZealand",1963,15,11,3,1,4,12,"Auckland","NZ","January 3","1941"
"Ken Gray","NewZealand",1963,24,21,2,1,4,12,"Porirua","NZ","June 24","1938"
"Brian Lochore","NewZealand",1964,25,19,5,1,2,6,"Masterton","NZ","September 3","1940"
"Chris Laidlaw","NewZealand",1964,20,17,3,0,3,12,"Dunedin","NZ","November 16","1943"
"Don Clark","NewZealand",1964,2,2,0,0,0,0,"Cromwell","NZ","February 22","1940"
"John Collins","NewZealand",1964,3,3,0,0,0,0,"Tokomaru Bay","NZ","February 1","1939"
"Bruce McLeod","NewZealand",1964,24,21,3,0,4,12,"Auckland","NZ","January 30","1940"
"Spooky Smith","NewZealand",1964,9,8,1,0,2,6,"Dunedin","NZ","August 20","1941"
"Michael Williment","NewZealand",1964,9,8,1,0,1,70,"Wellington","NZ","February 25","1940"
"Peter Murdoch","NewZealand",1964,5,3,2,0,2,6,"Auckland","NZ","June 17","1941"
"Ron Rangi","NewZealand",1964,10,8,2,0,3,9,"Auckland","NZ","February 4","1941"
"Bill Birtwistle","NewZealand",1965,7,6,1,0,4,12,"Auckland","NZ","July 4","1939"
"Fergie McCormick","NewZealand",1965,16,13,3,0,0,121,"Ashburton","NZ","April 24","1939"
"Jack Hazlett","NewZealand",1966,6,6,0,0,0,0,"Invercargill","NZ","July 21","1938"
"Ian MacRae","NewZealand",1966,17,14,3,0,3,9,"Christchurch","NZ","April 6","1943"
"Anthony Steel","NewZealand",1966,9,9,0,0,7,21,"Greymouth","NZ","July 31","1941"
"Bill Davis","NewZealand",1967,11,11,0,0,4,12,"Hastings","NZ","December 15","1942"
"Sid Going","NewZealand",1967,29,17,10,2,10,44,"Kawakawa","NZ","August 19","1943"
"John Major","NewZealand",1967,1,1,0,0,0,0,"Whakatane","NZ","August 8","1940"
"Jazz Muller","NewZealand",1967,14,9,4,1,0,0,"Eltham","NZ","June 11","1942"
"Samuel Strahan","NewZealand",1967,17,14,3,0,0,0,"Palmerston North","NZ","December 25","1944"
"Earle Kirton","NewZealand",1967,13,12,1,0,4,12,"Taumarunui","NZ","December 29","1940"
"Graham Williams","NewZealand",1967,5,5,0,0,0,0,"Wellington","NZ","January 26","1945"
"Ian Kirkpatrick","NewZealand",1967,39,25,11,3,16,57,"Gisborne","NZ","May 24","1946"
"Alister Hopkinson","NewZealand",1967,9,7,2,0,0,0,"Mosgiel","NZ","May 30","1941"
"Wayne Cottrell","NewZealand",1968,9,5,3,1,1,6,"Christchurch","NZ","September 30","1943"
"Thomas Lister","NewZealand",1968,8,5,2,1,2,6,"Ashburton","NZ","October 27","1943"
"Grahame Thorne","NewZealand",1968,10,7,3,0,1,3,"Auckland","NZ","February 25","1946"
"Anthony Kreft","NewZealand",1968,1,1,0,0,0,0,"Milton","NZ","March 27","1945"
"Michael O'Callaghan","NewZealand",1968,3,3,0,0,0,0,"Culverden","NZ","April 27","1946"
"Owen Stephens","NewZealand",1968,6,2,3,1,2,8,"Paeroa","NZ","January 9","1947"
"Alan Smith","NewZealand",1969,3,2,1,0,0,0,"Stratford","NZ","December 10","1942"
"George Skudder","NewZealand",1969,1,1,0,0,1,3,"Te Puke","NZ","February 10","1948"
"Bryan Williams","NewZealand",1970,38,23,12,3,10,71,"Auckland","NZ","October 3","1950"
"Alan Sutherland","NewZealand",1970,10,6,3,1,3,12,"Blenheim","NZ","January 4","1944"
"Alex Wyllie","NewZealand",1970,11,5,4,2,2,8,"Christchurch","NZ","August 30","1944"
"Buff Milner","NewZealand",1970,1,0,1,0,0,0,"Tokomaru Bay","NZ","February 12","1946"
"Neil Thimbleby","NewZealand",1970,1,0,1,0,0,0,"Lower Hutt","NZ","June 19","1939"
"Ron Urlich","NewZealand",1970,2,0,2,0,0,0,"Auckland","NZ","February 8","1944"
"Blair Furlong","NewZealand",1970,1,0,1,0,0,0,"Dannevirke","NZ","March 10","1945"
"Gerald Kember","NewZealand",1970,1,0,1,0,0,14,"Wellington","NZ","November 15","1945"
"Keith Murdoch","NewZealand",1970,3,2,1,0,1,4,"Dunedin","NZ","September 9","1943"
"Bob Burgess","NewZealand",1971,7,3,3,1,2,6,"New Plymouth","NZ","March 26","1949"
"Ken Carrington","NewZealand",1971,3,0,2,1,0,0,"Whakatane","NZ","September 3","1950"
"Richard Guy","NewZealand",1971,4,1,2,1,0,0,"Lower Hutt","NZ","April 6","1941"
"Bruce Hunter","NewZealand",1971,3,1,2,0,0,0,"Oamaru","NZ","September 16","1950"
"Alan McNaughton","NewZealand",1971,3,1,2,0,0,0,"Christchurch","NZ","September 20","1950"
"Tane Norton","NewZealand",1971,27,16,8,3,0,0,"Waikari","NZ","March 30","1942"
"Pole Whiting","NewZealand",1971,20,12,5,3,3,12,"Auckland","NZ","August 6","1946"
"Howard Joseph","NewZealand",1971,2,1,1,0,0,0,"Christchurch","NZ","August 25","1949"
"Laurie Mains","NewZealand",1971,4,2,1,1,1,21,"Dunedin","NZ","February 16","1946"
"Mick Duncan","NewZealand",1971,2,0,1,1,0,0,"Waipawa","NZ","August 8","1947"
"Phil Gard","NewZealand",1971,1,0,0,1,0,0,"Kurow","NZ","November 20","1947"
"John Dougan","NewZealand",1972,2,1,1,0,1,4,"Lower Hutt","NZ","December 22","1946"
"Duncan Hales","NewZealand",1972,4,4,0,0,0,0,"Dannevirke","NZ","November 22","1947"
"Jeff Matheson","NewZealand",1972,5,5,0,0,0,0,"Palmerston","NZ","March 30","1948"
"Trevor Morris","NewZealand",1972,3,3,0,0,0,33,"Nelson","NZ","January 3","1942"
"Mike Parkinson","NewZealand",1972,7,6,1,0,0,0,"Wairoa","NZ","May 30","1948"
"Bruce Robertson","NewZealand",1972,34,23,9,2,4,22,"Hastings","NZ","April 9","1952"
"Alistair Scown","NewZealand",1972,5,5,0,0,1,4,"Patea","NZ","October 21","1948"
"Graham Whiting","NewZealand",1972,6,4,1,1,0,0,"Wanganui","NZ","June 4","1946"
"Lyn Jaffray","NewZealand",1972,7,4,3,0,1,4,"Dunedin","NZ","April 17","1950"
"Graham Sims","NewZealand",1972,1,1,0,0,0,0,"Featherston","NZ","June 25","1951"
"Grant Batty","NewZealand",1972,15,9,5,1,4,16,"Greytown","NZ","August 31","1951"
"Joseph Karam","NewZealand",1972,10,7,1,2,1,65,"Taumarunui","NZ","November 21","1951"
"Hamish Macdonald","NewZealand",1972,12,7,4,1,1,4,"Rawene","NZ","January 11","1947"
"Ian Stevens","NewZealand",1972,3,3,0,0,1,4,"Waipawa","NZ","April 13","1948"
"Kent Lambert","NewZealand",1972,11,5,5,1,0,0,"Wairoa","NZ","March 23","1952"
"Ian Hurst","NewZealand",1973,5,1,2,2,2,8,"Oamaru","NZ","August 27","1951"
"Murray Jones","NewZealand",1973,1,0,1,0,0,0,"Warkworth","NZ","October 26","1942"
"Robert Lendrum","NewZealand",1973,1,0,1,0,0,2,"Waiuku","NZ","March 22","1948"
"Ken Stewart","NewZealand",1973,13,8,4,1,0,0,"Gore","NZ","January 3","1953"
"Terry Morrison","NewZealand",1973,1,0,1,0,0,0,"Hamilton","NZ","June 16","1951"
"Billy Bush","NewZealand",1974,12,8,3,1,0,0,"Napier","NZ","January 24","1949"
"John Callesen","NewZealand",1974,4,3,0,1,0,0,"Palmerston North","NZ","May 24","1950"
"Bruce Gemmell","NewZealand",1974,2,1,0,1,0,0,"Auckland","NZ","May 12","1950"
"Andrew Leslie","NewZealand",1974,10,6,3,1,1,4,"Lower Hutt","NZ","November 10","1944"
"Duncan Robertson","NewZealand",1974,10,6,3,1,2,8,"Dunedin","NZ","February 6","1947"
"Kerry Tanner","NewZealand",1974,7,5,1,1,0,0,"Hamilton","NZ","April 25","1945"
"Jon McLachlan","NewZealand",1974,1,0,0,1,0,0,"Auckland","NZ","June 23","1949"
"Ashley Gardiner","NewZealand",1974,1,1,0,0,0,0,"New Plymouth","NZ","December 10","1946"
"Joe Morgan","NewZealand",1974,5,3,2,0,1,4,"Whangarei","NZ","August 7","1945"
"Bill Osborne","NewZealand",1975,16,13,3,0,0,0,"Wanganui","NZ","April 24","1955"
"Lyn Davis","NewZealand",1976,3,3,0,0,0,0,"Christchurch","NZ","December 22","1943"
"Neil Purvis","NewZealand",1976,1,1,0,0,0,0,"Cromwell","NZ","January 31","1953"
"Doug Bruce","NewZealand",1976,14,10,4,0,0,15,"Dunedin","NZ","May 23","1947"
"Kevin Everleigh","NewZealand",1976,4,2,2,0,0,0,"Palmerston North","NZ","November 8","1947"
"Kit Fawcett","NewZealand",1976,2,1,1,0,0,0,"Matamata","NZ","October 28","1954"
"Brad Johnstone","NewZealand",1976,13,10,3,0,2,8,"Auckland","NZ","July 30","1950"
"Perry Harris","NewZealand",1976,1,0,1,0,0,0,"Feilding","NZ","January 11","1946"
"Frank Oliver","NewZealand",1976,17,11,6,0,1,4,"Dunedin","NZ","December 24","1948"
"Terry Mitchell","NewZealand",1976,1,0,1,0,0,0,"Takaka","NZ","September 11","1950"
"Colin Farrell","NewZealand",1977,2,1,1,0,0,0,"Auckland","NZ","March 19","1956"
"Andy Haden","NewZealand",1977,41,31,9,1,2,8,"Wanganui","NZ","September 26","1950"
"Laurie Knight","NewZealand",1977,6,4,2,0,1,4,"Auckland","NZ","September 24","1949"
"Mark Taylor","NewZealand",1977,9,5,4,0,1,4,"Auckland","NZ","January 11","1951"
"Brian Ford","NewZealand",1977,4,4,0,0,0,0,"Kaikoura","NZ","July 10","1951"
"John McEldowney","NewZealand",1977,2,2,0,0,0,0,"New Plymouth","NZ","October 26","1947"
"Graham Mourie","NewZealand",1977,21,17,4,0,4,16,"Opunake","NZ","September 8","1952"
"Bevan Wilson","NewZealand",1977,8,5,3,0,0,55,"Dunstan","NZ","March 22","1956"
"John Black","NewZealand",1977,3,0,3,0,0,0,"Timaru","NZ","July 25","1951"
"Mark Donaldson","NewZealand",1977,13,9,4,0,1,4,"Palmerston North","NZ","November 6","1955"
"Gary Knight","NewZealand",1977,36,27,9,0,1,4,"Wellington","NZ","August 26","1951"
"Brian McKechnie","NewZealand",1977,10,7,3,0,0,46,"Gore","NZ","November 6","1953"
"Gary Seear","NewZealand",1977,12,8,4,0,2,11,"Dunedin","NZ","February 19","1952"
"Stu Wilson","NewZealand",1977,34,25,8,1,19,76,"Gore","NZ","July 22","1955"
"Robbie Stuart","NewZealand",1977,1,0,1,0,0,0,"Napier","NZ","January 9","1948"
"Andy Dalton","NewZealand",1977,35,30,5,0,3,12,"Dunedin","NZ","November 16","1951"
"Barry Ashworth","NewZealand",1978,2,2,0,0,0,0,"Waiuku","NZ","September 23","1949"
"John Ashworth","NewZealand",1978,24,18,6,0,1,4,"Waikari","NZ","September 15","1949"
"Leicester Rutledge","NewZealand",1978,13,8,5,0,0,0,"Christchurch","NZ","April 12","1952"
"Dick Myers","NewZealand",1978,1,0,1,0,0,0,"Hamilton","NZ","July 6","1950"
"Clive Currie","NewZealand",1978,2,2,0,0,0,0,"Wellington","NZ","December 25","1955"
"David Loveridge","NewZealand",1978,24,19,4,1,3,12,"Stratford","NZ","April 22","1952"
"Murray Taylor","NewZealand",1979,7,4,3,0,0,3,"Hamilton","NZ","August 25","1956"
"Murray Watts","NewZealand",1979,5,2,3,0,1,4,"Patea","NZ","March 31","1955"
"Wayne Graham","NewZealand",1979,1,1,0,0,0,0,"Tauranga","NZ","April 13","1957"
"Gary Cunningham","NewZealand",1979,5,3,2,0,0,0,"Auckland","NZ","May 12","1955"
"Mike McCool","NewZealand",1979,1,0,1,0,0,0,"Hastings","NZ","September 16","1951"
"Eddie Dunn","NewZealand",1979,2,2,0,0,1,4,"Te Kopuru","NZ","January 19","1955"
"John Fleming","NewZealand",1979,5,3,2,0,1,4,"Auckland","NZ","May 2","1953"
"Bernie Fraser","NewZealand",1979,23,17,5,1,6,24,"Lautoka","FIJ","July 21","1953"
"Murray Mexted","NewZealand",1979,34,26,6,2,4,16,"Wellington","NZ","September 5","1953"
"John Spiers","NewZealand",1979,5,5,0,0,0,0,"Otahuhu","NZ","August 4","1947"
"Richard Wilson","NewZealand",1979,2,2,0,0,0,10,"Leeston","NZ","May 19","1953"
"Peter Sloane","NewZealand",1979,1,1,0,0,0,0,"Whangarei","NZ","September 10","1948"
"Brett Codlin","NewZealand",1980,3,1,2,0,0,23,"Pukekohe","NZ","November 29","1956"
"Hika Reid","NewZealand",1980,9,4,3,2,2,8,"Rotorua","NZ","April 8","1958"
"Mark Shaw","NewZealand",1980,30,21,7,2,6,24,"Palmerston North","NZ","May 23","1956"
"Wayne Smith","NewZealand",1980,17,11,4,2,0,6,"Putaruru","NZ","April 19","1957"
"Tim Twigden","NewZealand",1980,2,1,1,0,0,0,"Taumarunui","NZ","May 14","1952"
"Nicky Allen","NewZealand",1980,2,1,1,0,1,4,"Auckland","NZ","August 30","1958"
"Lachlan Cameron","NewZealand",1980,5,3,2,0,0,0,"Hamilton","NZ","April 12","1959"
"Geoffrey Hines","NewZealand",1980,1,0,1,0,0,0,"Tokoroa","NZ","October 10","1960"
"Graeme Higginson","NewZealand",1980,6,5,1,0,0,0,"Rangiora","NZ","December 14","1954"
"Rod Ketels","NewZealand",1980,5,5,0,0,0,0,"Papakura","NZ","November 11","1954"
"Douglas Rollerson","NewZealand",1980,8,7,1,0,1,24,"Papakura","NZ","May 14","1953"
"Allan Hewson","NewZealand",1981,19,16,3,0,4,201,"Lower Hutt","NZ","June 6","1954"
"Andy Jefferd","NewZealand",1981,3,3,0,0,0,0,"Gisborne","NZ","June 13","1953"
"Haydn Rickit","NewZealand",1981,2,2,0,0,0,0,"Taupo","NZ","February 19","1951"
"Freddy Woodman","NewZealand",1981,3,2,1,0,0,0,"Kaikohe","NZ","February 10","1958"
"Greg Burgess","NewZealand",1981,1,0,1,0,0,0,"Auckland","NZ","July 6","1954"
"Geoff Old","NewZealand",1981,3,3,0,0,0,0,"Eltham","NZ","January 22","1956"
"Steve Pokere","NewZealand",1981,18,15,2,1,2,8,"Hawera","NZ","August 11","1958"
"Frank Shelford","NewZealand",1981,4,4,0,0,0,0,"Opotiki","NZ","May 16","1955"
"Gary Whetton","NewZealand",1981,58,50,6,2,1,4,"Auckland","NZ","December 15","1959"
"Jamie Salmon","NewZealand",1981,15,7,8,0,2,8,"Hong Kong","Hong Kong and the New Territories","October 16","1959"
"Arthur Stone","NewZealand",1981,9,6,3,0,1,7,"Auckland","NZ","December 19","1960"
"Paul Koteka","NewZealand",1981,2,2,0,0,0,0,"Tokoroa","NZ","September 30","1956"
"Ian Dunn","NewZealand",1983,3,3,0,0,0,0,"Te Kopuru","NZ","June 11","1960"
"Jock Hobbs","NewZealand",1983,21,15,4,2,4,16,"Christchurch","NZ","February 15","1960"
"Warwick Taylor","NewZealand",1983,24,21,1,2,5,20,"Hamilton","NZ","March 11","1960"
"Albert Anderson","NewZealand",1983,6,3,2,1,0,0,"Christchurch","NZ","February 5","1961"
"Gary Braid","NewZealand",1983,2,0,1,1,0,0,"Tauranga","NZ","July 25","1960"
"Scott Crichton","NewZealand",1983,2,0,1,1,0,0,"Wanganui","NZ","February 18","1954"
"Robbie Deans","NewZealand",1983,5,2,2,1,0,50,"Cheviot","NZ","September 4","1959"
"Andy Donald","NewZealand",1983,7,4,2,1,0,0,"Wanganui","NZ","May 11","1957"
"Brian McGrattan","NewZealand",1983,6,2,2,2,0,0,"Wellington","NZ","December 31","1958"
"Craig Green","NewZealand",1983,20,14,4,2,11,44,"Christchurch","NZ","March 23","1961"
"Murray Davie","NewZealand",1983,1,0,1,0,1,4,"Christchurch","NZ","September 19","1955"
"John Kirwan","NewZealand",1984,63,48,12,3,35,143,"Auckland","NZ","December 16","1964"
"Bruce Smith","NewZealand",1984,3,2,1,0,1,4,"Wairoa","NZ","January 4","1959"
"Alan Whetton","NewZealand",1984,35,31,3,1,10,40,"Auckland","NZ","December 15","1959"
"Michael Clamp","NewZealand",1984,2,2,0,0,1,4,"Wellington","NZ","December 26","1961"
"Kieran Crowley","NewZealand",1985,19,14,4,1,5,105,"Kaponga","NZ","August 31","1961"
"David Kirk","NewZealand",1985,17,14,3,0,6,24,"Wellington","NZ","October 5","1960"
"Murray Pierce","NewZealand",1985,26,23,2,1,0,0,"Timaru","NZ","November 1","1957"
"Grant Fox","NewZealand",1985,46,38,7,1,1,645,"New Plymouth","NZ","June 6","1962"
"Steve McDowall","NewZealand",1985,46,38,6,2,3,12,"Rotorua","NZ","August 27","1961"
"Victor Simpson","NewZealand",1985,2,1,0,1,0,0,"Gisborne","NZ","February 26","1960"
"Kevin Boroevich","NewZealand",1986,3,1,2,0,0,0,"Te Kuiti","NZ","October 4","1960"
"Frano Botica","NewZealand",1986,7,4,3,0,0,6,"Mangakino","NZ","August 3","1963"
"Mike Brewer","NewZealand",1986,32,22,9,1,1,4,"Pukekohe","NZ","November 6","1964"
"Mark Brooke-Cowden","NewZealand",1986,3,2,1,0,2,8,"Auckland","NZ","June 12","1963"
"Greg Cooper","NewZealand",1986,7,5,2,0,2,63,"Gisborne","NZ","June 10","1965"
"Andy Earl","NewZealand",1986,14,10,4,0,3,12,"Christchurch","NZ","September 12","1961"
"Sean Fitzpatrick","NewZealand",1986,92,74,16,2,12,55,"Auckland","NZ","June 4","1963"
"Brett Harvey","NewZealand",1986,1,1,0,0,0,0,"Palmerston North","NZ","October 6","1959"
"Gordon Macpherson","NewZealand",1986,1,1,0,0,0,0,"Gisborne","NZ","October 9","1962"
"Joe Stanley","NewZealand",1986,27,23,3,1,4,16,"Auckland","NZ","April 13","1957"
"Terry Wright","NewZealand",1986,30,26,3,1,18,72,"Auckland","NZ","January 21","1963"
"Brent Anderson","NewZealand",1986,1,0,1,0,0,0,"Lower Hutt","NZ","March 10","1960"
"Michael Speight","NewZealand",1986,1,0,1,0,0,0,"Auckland","NZ","February 24","1962"
"Marty Berry","NewZealand",1986,1,0,1,0,0,0,"Wellington","NZ","July 13","1966"
"John Drake","NewZealand",1986,8,7,1,0,1,4,"Auckland","NZ","January 22","1959"
"Buck Shelford","NewZealand",1986,22,20,1,1,5,20,"Rotorua","NZ","December 13","1957"
"John Gallagher","NewZealand",1987,18,17,0,1,13,52,"London","ENG","January 29","1964"
"Michael Jones","NewZealand",1986,56,43,11,2,13,56,"Auckland","NZ","April 8","1965"
"Richard Loe","NewZealand",1987,49,37,10,2,6,25,"Christchurch","NZ","April 6","1960"
"Zinzan Brooke","NewZealand",1987,58,45,11,2,17,89,"Waiuku","NZ","February 14","1965"
"Bernie McCahill","NewZealand",1987,10,9,1,0,1,4,"Auckland","NZ","June 28","1964"
"Bruce Deans","NewZealand",1988,10,9,0,1,6,24,"Cheviot","NZ","November 25","1960"
"John Schuster","NewZealand",1988,13,10,1,2,1,21,"Apia","SAM","January 17","1964"
"Graeme Bachop","NewZealand",1989,39,28,10,1,4,18,"Christchurch","NZ","June 11","1967"
"Craig Innes","NewZealand",1989,17,14,3,0,6,24,"New Plymouth","NZ","September 10","1969"
"Ian Jones","NewZealand",1990,79,59,18,2,9,42,"Whangarei","NZ","April 17","1967"
"Walter Little","NewZealand",1990,50,37,12,1,9,44,"Tokoroa","NZ","October 14","1969"
"Kevin Schuler","NewZealand",1990,4,3,1,0,0,0,"Te Aroha","NZ","March 11","1967"
"Paul Henderson","NewZealand",1991,7,6,1,0,2,9,"Bluff","NZ","September 21","1964"
"John Timu","NewZealand",1991,26,16,9,1,7,31,"Dannevirke","NZ","May 8","1969"
"Mark Carter","NewZealand",1991,7,5,2,0,0,0,"Auckland","NZ","November 7","1968"
"Jon Preston","NewZealand",1991,10,9,1,0,1,34,"Dunedin","NZ","November 15","1967"
"Graham Purvis","NewZealand",1991,2,2,0,0,1,4,"Waihi","NZ","October 14","1960"
"Inga Tuigamala","NewZealand",1991,41,27,14,0,8,36,"Falesiu","SAM","September 4","1969"
"Jason Hewett","NewZealand",1991,1,1,0,0,1,4,"Clyde","NZ","October 17","1968"
"Shayne Philpott","NewZealand",1991,2,2,0,0,0,0,"Christchurch","NZ","September 21","1965"
"Frank Bunce","NewZealand",1991,59,44,13,2,21,100,"Auckland","NZ","February 4","1962"
"Mark Cooksley","NewZealand",1992,11,5,6,0,0,0,"Auckland","NZ","April 11","1971"
"Richard Turner","NewZealand",1992,2,1,1,0,1,4,"Napier","NZ","March 15","1968"
"Arran Pene","NewZealand",1992,15,9,6,0,4,16,"Hamilton","NZ","October 26","1967"
"Eroni Clarke","NewZealand",1992,10,6,4,0,6,25,"Apia","SAM","July 31","1968"
"Jamie Joseph","NewZealand",1992,29,21,8,0,3,15,"Blenheim","NZ","November 21","1969"
"Blair Larsen","NewZealand",1992,17,12,4,1,1,4,"Takapuna","NZ","January 20","1969"
"Ant Strachan","NewZealand",1992,11,8,3,0,2,8,"Te Awamutu","NZ","June 7","1966"
"Graham Dowd","NewZealand",1992,1,1,0,0,0,0,"Takapuna","NZ","December 17","1963"
"Robin Brooke","NewZealand",1992,62,47,13,2,4,20,"Warkworth","NZ","December 10","1966"
"Olo Brown","NewZealand",1992,56,40,14,2,4,20,"Apia","SAM","October 24","1967"
"Matthew Cooper","NewZealand",1992,8,6,2,0,2,55,"Gisborne","NZ","October 10","1966"
"Craig Dowd","NewZealand",1993,60,47,13,0,2,10,"Auckland","NZ","October 26","1969"
"Lee Stensness","NewZealand",1993,8,8,0,0,3,15,"Auckland","NZ","December 24","1970"
"Bull Allen","NewZealand",1993,8,7,0,1,1,5,"Stratford","NZ","July 27","1967"
"Marc Ellis","NewZealand",1993,8,6,2,0,11,55,"Wellington","NZ","October 8","1971"
"Stu Forster","NewZealand",1993,6,2,4,0,0,0,"Pahiatua","NZ","February 12","1969"
"Steve Gordon","NewZealand",1993,2,1,1,0,0,0,"Te Awamutu","NZ","May 16","1967"
"Jeff Wilson","NewZealand",1993,60,45,14,1,44,234,"Invercargill","NZ","October 24","1973"
"Jonah Lomu","NewZealand",1994,63,44,17,2,37,185,"Auckland","NZ","May 12","1975"
"Simon Mannix","NewZealand",1994,1,0,1,0,0,0,"Lower Hutt","NZ","August 10","1971"
"Stephen Bachop","NewZealand",1991,23,12,10,1,4,64,"Christchurch","NZ","April 2","1966"
"Shane Howarth","NewZealand",1994,23,14,8,1,5,77,"Auckland","NZ","July 8","1968"
"Alama Ieremia","NewZealand",1992,35,27,7,1,5,25,"Apia","SAM","October 27","1970"
"Josh Kronfeld","NewZealand",1995,54,42,11,1,14,70,"Hastings","NZ","June 20","1971"
"Andrew Mehrtens","NewZealand",1995,70,49,19,2,7,967,"Durban","SA","April 28","1973"
"Glen Osborne","NewZealand",1995,19,16,3,0,11,55,"Wanganui","NZ","August 27","1971"
"Norm Hewitt","NewZealand",1995,9,8,0,1,0,0,"Hastings","NZ","November 11","1968"
"Eric Rush","NewZealand",1995,9,8,1,0,5,25,"Kaeo","NZ","February 11","1965"
"Simon Culhane","NewZealand",1995,6,5,1,0,1,114,"Invercargill","NZ","March 10","1968"
"Liam Barry","NewZealand",1995,1,1,0,0,0,0,"Takapuna","NZ","March 15","1971"
"Justin Marshall","NewZealand",1995,81,61,19,1,24,120,"Gore","NZ","August 5","1973"
"Christian Cullen","NewZealand",1996,58,42,14,2,46,236,"Paraparaumu","NZ","February 12","1976"
"Scott McLeod","NewZealand",1996,10,7,2,1,1,5,"Brisbane","AUS","February 28","1973"
"Adrian Cashmore","NewZealand",1996,2,2,0,0,0,0,"Tokoroa","NZ","July 25","1973"
"Andrew Blowers","NewZealand",1996,11,10,1,0,0,0,"Auckland","NZ","March 27","1975"
"Glenn Taylor","NewZealand",1996,1,0,1,0,0,0,"Whangarei","NZ","September 23","1970"
"Taine Randell","NewZealand",1997,51,35,14,2,12,60,"Hastings","NZ","November 5","1974"
"Tana Umaga","NewZealand",1997,74,59,14,1,36,180,"Lower Hutt","NZ","May 27","1973"
"Anton Oliver","NewZealand",1997,59,42,17,0,3,15,"Invercargill","NZ","September 9","1975"
"Charles Riechelmann","NewZealand",1997,6,5,0,1,1,5,"Nuku'alofa","TON","April 26","1972"
