Johnny Buchler,1951,Fullback,Johannesburg,10,9,0,8,South Africa,2001,Gauteng
Willa Delport,1951,Hooker,Kirkwood,9,8,2,6,United States of America,Missouri,St. Louis County
Ernst Dinkelmann,1951,Lock,Ermelo,6,5,2,6,Nederland,Gelderland,Ermelo
Stephen Fry,1951,Flanker,Somerset West,13,10,0,0,South Africa,Western Cape,City of Cape Town
Paul Johnstone,1951,Wing,Johannesburg,9,7,2,11,South Africa,2001,Gauteng
Basie van Wyk,1951,Flanker,Vryburg,10,8,6,18,South Africa,North West,Dr Ruth Segomotsi Mompati District Municipality
Chum Ochse,1951,Wing,Graaf-Reinet,7,6,3,9,South Africa,1490,Gauteng
Jaap Bekker,1952,Prop,Dordrecht,15,10,1,3,Nederland,Zuid-Holland,Dordrecht
Hansie Oelofse,1953,Scrum-half,Johannesburg,4,3,2,6,South Africa,2001,Gauteng
Ian Kirkpatrick,1953,Centre,Bloemfontein,13,8,0,0,South Africa,Free State,Mangaung Metropolitan Municipality
Dolf Bekker,1953,Wing,Dordrecht,2,2,1,3,Nederland,Zuid-Holland,Dordrecht
Steve Hoffman,1953,Wing,Parow,1,1,0,0,South Africa,Western Cape,City of Cape Town
Jan Pickard,1953,Lock,Paarl,4,3,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Natie Rens,1953,Fly-half,Potchefstroom,2,2,0,19,South Africa,North West,Dr Kenneth Kaunda District Municipality
Daantjie Rossouw,1953,Centre,Upington,2,2,1,3,South Africa,Northern Cape,ZF Mgcawu District Municipality
Harry Walker,1953,Prop,Durban,4,2,0,0,South Africa,KwaZulu-Natal,eThekwini Metropolitan Municipality
Theuns Briers,1955,Wing,Otterkuil,7,3,5,15,South Africa,7599,Western Cape
Johan Claassen,1955,Lock,Prince Albert,28,17,2,10,Canada,Saskatchewan,Prince Albert
